﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025021420,   1012.9,   1016.5,     18.3,     15.9,       86,      2.7,    100.0,      8.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021421,   1013.1,   1016.7,     18.3,     15.9,       86,      2.6,    100.0,      6.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021422,   1013.0,   1016.6,     18.2,     16.2,       88,      2.4,    100.0,      7.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021423,   1012.9,   1016.5,     18.2,     16.4,       89,      2.1,    100.0,      6.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021424,   1012.7,   1016.3,     18.1,     16.4,       90,      1.0,    120.0,      5.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021501,   1012.8,   1016.4,     17.1,     16.0,       93,      1.5,    230.0,      3.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021502,   1012.7,   1016.3,     16.1,     15.3,       95,      0.9,    230.0,      2.3,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021503,   1012.4,   1016.0,     16.6,     15.5,       93,      0.7,    200.0,      1.6,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021504,   1012.4,   1016.0,     16.8,     15.3,       91,      0.1,      0.0,      1.3,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021505,   1012.6,   1016.2,     16.9,     15.4,       91,      1.0,    220.0,      1.5,    250.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021506,   1012.8,   1016.4,     16.8,     15.2,       90,      0.9,    170.0,      2.3,    180.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021507,   1012.7,   1016.3,     16.9,     15.3,       90,      1.2,    140.0,      1.9,    140.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021508,   1012.6,   1016.2,     17.7,     15.3,       86,      0.8,    160.0,      2.0,    120.0,      0.0,      0.0,      0.8,     0.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021509,   1012.5,   1016.1,     19.5,     15.6,       78,      0.4,    120.0,      2.9,    100.0,      0.0,      0.0,      1.0,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021510,   1012.4,   1016.0,     21.7,     16.2,       71,      0.4,    340.0,      2.2,    110.0,      0.0,      0.0,      1.0,     2.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021511,   1011.4,   1014.9,     23.3,     16.6,       66,      0.6,    290.0,      2.9,    350.0,      0.0,      0.0,      1.0,     2.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021512,   1010.3,   1013.8,     24.7,     17.2,       63,      2.0,    330.0,      5.0,    340.0,      0.0,      0.0,      1.0,     2.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021513,   1009.2,   1012.7,     25.3,     17.5,       62,      1.5,    340.0,      4.3,     10.0,      0.0,      0.0,      1.0,     2.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021514,   1008.5,   1012.0,     26.2,     17.6,       59,      0.5,    300.0,      4.4,    340.0,      0.0,      0.0,      1.0,     2.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021515,   1007.9,   1011.4,     26.7,     17.5,       57,      0.3,    240.0,      3.5,    350.0,      0.0,      0.0,      1.0,     2.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021516,   1008.2,   1011.7,     22.9,     16.9,       69,      3.1,    330.0,      7.5,    350.0,      0.0,      0.0,      1.0,     1.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021517,   1009.5,   1013.1,     18.9,     16.0,       83,      3.8,    310.0,      9.6,    340.0,      0.0,      0.0,      0.9,     0.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021518,   1010.3,   1013.9,     18.5,     15.8,       84,      1.2,    310.0,      5.7,    300.0,      0.0,      0.0,      0.2,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021519,   1010.7,   1014.3,     18.1,     15.5,       85,      1.0,    260.0,      3.3,    340.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021520,   1011.1,   1014.7,     18.2,     15.6,       85,      0.7,    220.0,      2.6,    250.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021521,   1011.4,   1015.0,     18.5,     15.8,       84,      0.2,      0.0,      2.2,     10.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021522,   1011.8,   1015.4,     18.5,     15.9,       85,      1.4,    340.0,      3.1,     10.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021523,   1012.2,   1015.8,     17.9,     16.1,       89,      0.8,    310.0,      4.5,    340.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021524,   1012.2,   1015.8,     17.8,     16.3,       91,      0.6,    290.0,      3.1,    330.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021601,   1012.3,   1015.9,     17.9,     16.1,       89,      0.6,    240.0,      2.4,    360.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021602,   1012.4,   1016.0,     18.0,     15.8,       87,      0.4,    240.0,      2.7,    360.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021603,   1012.4,   1016.0,     17.8,     15.8,       88,      0.6,    320.0,      3.5,    330.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021604,   1012.5,   1016.1,     17.6,     15.4,       87,      1.5,    320.0,      3.7,    310.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021605,   1013.1,   1016.7,     17.6,     15.6,       88,      1.4,    240.0,      2.7,    330.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021606,   1013.2,   1016.8,     17.8,     15.6,       87,      1.2,    290.0,      3.0,    340.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021607,   1014.0,   1017.6,     18.0,     15.4,       85,      0.8,    260.0,      2.5,    290.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021608,   1014.7,   1018.3,     18.4,     15.5,       83,      1.3,    160.0,      2.4,    150.0,      0.0,      0.0,      0.0,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021609,   1015.1,   1018.7,     19.3,     15.4,       78,      0.6,     50.0,      2.5,    220.0,      0.0,      0.0,      0.4,     0.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021610,   1015.6,   1019.2,     19.6,     15.7,       78,      0.6,     10.0,      2.6,    360.0,      0.0,      0.0,      0.0,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021611,   1015.6,   1019.2,     19.6,     15.9,       79,      1.3,    130.0,      3.3,    150.0,      0.0,      0.0,      0.0,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021612,   1015.2,   1018.8,     20.1,     15.5,       75,      2.2,    100.0,      6.7,    100.0,      0.0,      0.0,      0.0,     0.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021613,   1014.2,   1017.8,     20.2,     15.4,       74,      3.4,    110.0,      7.9,    110.0,      0.0,      0.0,      0.0,     1.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021614,   1013.7,   1017.3,     19.8,     14.8,       73,      3.7,    100.0,      8.9,     90.0,      0.0,      0.0,      0.1,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021615,   1013.8,   1017.4,     19.6,     14.6,       73,      3.1,    100.0,      9.6,     90.0,      0.0,      0.0,      0.0,     1.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021616,   1014.4,   1018.0,     19.1,     14.4,       74,      2.5,    100.0,      8.6,    110.0,      0.0,      0.0,      0.0,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021617,   1015.2,   1018.8,     18.5,     13.8,       74,      2.8,     90.0,      9.0,    100.0,      0.0,      0.0,      0.0,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021618,   1015.9,   1019.5,     18.2,     13.5,       74,      2.7,    110.0,      7.9,     70.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021619,   1017.1,   1020.7,     18.0,     13.3,       74,      2.9,    100.0,      8.9,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021620,   1018.1,   1021.7,     17.8,     12.7,       72,      3.2,    110.0,      9.8,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021621,   1018.7,   1022.3,     17.5,     12.2,       71,      3.1,    100.0,      9.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021622,   1019.0,   1022.6,     17.2,     11.7,       70,      2.8,    100.0,      7.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021623,   1019.2,   1022.8,     16.9,     11.8,       72,      2.5,    120.0,      7.3,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021624,   1019.2,   1022.8,     16.7,     11.4,       71,      2.5,    140.0,      6.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021701,   1019.0,   1022.7,     16.5,     10.8,       69,      2.5,    140.0,      5.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021702,   1018.6,   1022.2,     16.5,      9.5,       63,      2.6,    140.0,      5.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021703,   1018.7,   1022.3,     16.5,      8.7,       60,      2.1,    140.0,      4.2,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021704,   1018.7,   1022.4,     16.1,      8.4,       60,      1.5,    140.0,      4.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021705,   1018.9,   1022.6,     15.9,      7.7,       58,      2.2,    140.0,      4.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021706,   1019.4,   1023.1,     16.4,      6.0,       50,      2.4,    120.0,      5.1,    130.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021707,   1019.9,   1023.6,     16.7,      5.7,       48,      2.5,    120.0,      5.9,    100.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021708,   1020.2,   1023.8,     17.6,      6.8,       49,      2.6,    120.0,      6.5,    120.0,      0.0,      0.0,      0.8,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021709,   1020.5,   1024.1,     18.7,      8.1,       50,      3.5,    120.0,     10.1,     90.0,      0.0,      0.0,      1.0,     1.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021710,   1020.2,   1023.8,     19.2,      7.6,       47,      5.1,    110.0,     12.8,    120.0,      0.0,      0.0,      1.0,     1.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021711,   1019.5,   1023.1,     19.9,      8.6,       48,      4.7,    100.0,     13.3,     90.0,      0.0,      0.0,      1.0,     2.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021712,   1018.8,   1022.4,     19.5,      7.9,       47,      5.9,    110.0,     14.6,    110.0,      0.0,      0.0,      1.0,     2.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021713,   1018.1,   1021.7,     19.6,      8.9,       50,      4.0,    100.0,     13.8,    130.0,      0.0,      0.0,      0.7,     2.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021714,   1017.1,   1020.7,     19.9,      8.9,       49,      4.8,    100.0,     13.7,     90.0,      0.0,      0.0,      0.6,     2.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021715,   1016.7,   1020.3,     19.9,      9.5,       51,      3.7,    130.0,     13.6,    100.0,      0.0,      0.0,      0.4,     1.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021716,   1016.6,   1020.2,     19.4,      9.3,       52,      4.5,    100.0,     12.7,    110.0,      0.0,      0.0,      0.9,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021717,   1016.9,   1020.5,     18.8,      9.3,       54,      3.7,    110.0,     11.5,     90.0,      0.0,      0.0,      0.3,     0.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021718,   1017.7,   1021.3,     18.5,      9.6,       56,      3.5,    110.0,     10.0,     90.0,     -9.8,      0.2,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021719,   1018.3,   1021.9,     18.4,      9.8,       57,      4.4,    120.0,      9.6,    120.0,     -9.8,      0.2,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021720,   1018.7,   1022.3,     18.3,      9.7,       57,      4.0,    110.0,     10.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021721,   1019.1,   1022.7,     18.2,     10.6,       61,      3.3,    100.0,     10.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021722,   1019.4,   1023.0,     18.0,     11.1,       64,      3.4,    110.0,     10.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021723,   1019.6,   1023.2,     17.6,     11.2,       66,      4.1,    100.0,     10.1,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021724,   1019.6,   1023.2,     16.9,     11.4,       70,      3.4,    100.0,     11.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021801,   1020.1,   1023.8,     16.0,     11.6,       75,      2.8,     90.0,     10.9,    100.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021802,   1019.7,   1023.4,     15.3,     12.3,       82,      2.9,    110.0,     10.4,     90.0,     -9.8,      0.4,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021803,   1019.3,   1023.0,     14.7,     12.7,       88,      2.8,    110.0,      7.7,    130.0,     -9.8,      0.7,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021804,   1019.1,   1022.8,     14.8,     12.8,       88,      2.5,    100.0,      7.1,    140.0,     -9.8,      0.3,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021805,   1019.6,   1023.3,     14.8,     12.5,       86,      2.9,    100.0,      9.3,    120.0,     -9.8,      0.3,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021806,   1019.8,   1023.5,     14.8,     12.5,       86,      2.7,    110.0,      8.1,    100.0,     -9.8,      0.2,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021807,   1020.3,   1024.0,     15.0,     12.3,       84,      3.2,    100.0,      8.0,     90.0,     -9.8,      0.1,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021808,   1021.0,   1024.7,     14.9,     12.8,       87,      3.0,    110.0,      8.4,    110.0,     -9.8,      0.2,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021809,   1021.7,   1025.4,     15.1,     12.8,       86,      3.5,    100.0,      8.3,    110.0,     -9.8,      0.1,      0.0,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021810,   1021.8,   1025.5,     15.3,     12.8,       85,      3.3,    100.0,      9.6,    120.0,      0.0,      0.0,      0.0,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021811,   1021.3,   1025.0,     15.3,     13.0,       86,      2.8,    100.0,      9.2,     90.0,     -9.8,      0.1,      0.0,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021812,   1020.3,   1024.0,     15.9,     13.0,       83,      3.7,    110.0,     10.9,    100.0,      0.0,      0.0,      0.0,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021813,   1019.6,   1023.3,     16.0,     12.4,       79,      4.8,     90.0,     12.7,     90.0,      0.0,      0.0,      0.0,     1.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021814,   1019.2,   1022.9,     16.0,     12.0,       77,      3.9,    110.0,     10.1,    100.0,      0.0,      0.0,      0.0,     0.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021815,   1019.0,   1022.7,     15.8,     12.0,       78,      4.9,    100.0,     12.0,    100.0,      0.0,      0.0,      0.0,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021816,   1019.3,   1023.0,     15.4,     12.2,       81,      4.0,    100.0,     10.7,    110.0,      0.0,      0.0,      0.0,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021817,   1019.3,   1023.0,     15.1,     12.1,       82,      3.6,    100.0,     12.3,    110.0,      0.0,      0.0,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021818,   1020.1,   1023.8,     15.0,     12.1,       83,      3.7,    100.0,     10.7,     90.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021819,   1020.5,   1024.2,     14.8,     12.1,       84,      2.9,    110.0,      9.9,     80.0,     -9.8,      0.1,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021820,   1020.7,   1024.4,     14.8,     12.5,       86,      3.3,    110.0,     10.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021821,   1021.4,   1025.1,     14.8,     12.3,       85,      3.9,    110.0,     10.5,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021822,   1021.1,   1024.8,     14.8,     12.1,       84,      3.2,    110.0,     10.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021823,   1021.3,   1025.0,     14.6,     11.9,       84,      2.9,    100.0,     10.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021824,   1020.8,   1024.5,     14.7,     11.3,       80,      3.9,    110.0,     11.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021901,   1021.0,   1024.7,     14.7,     10.7,       77,      3.0,    110.0,      9.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021902,   1020.5,   1024.2,     14.7,     10.7,       77,      3.4,    120.0,     11.1,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021903,   1020.2,   1023.9,     14.4,     10.8,       79,      3.1,    110.0,      9.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021904,   1019.4,   1023.1,     14.9,     10.3,       74,      3.8,    120.0,     10.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021905,   1019.7,   1023.4,     15.2,     10.4,       73,      2.9,    120.0,      8.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021906,   1020.5,   1024.2,     15.3,     10.5,       73,      3.1,    110.0,      9.7,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021907,   1021.3,   1025.0,     15.4,     10.8,       74,      2.3,    110.0,      9.3,    120.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021908,   1021.5,   1025.2,     15.6,     11.0,       74,      2.9,    110.0,      7.9,     90.0,      0.0,      0.0,      0.0,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021909,   1021.9,   1025.6,     15.7,     11.1,       74,      2.9,    110.0,      8.8,    110.0,      0.0,      0.0,      0.0,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021910,   1021.9,   1025.6,     16.0,     11.8,       76,      2.5,    110.0,      8.1,     80.0,      0.0,      0.0,      0.0,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021911,   1021.0,   1024.7,     16.5,     12.3,       76,      3.4,    100.0,      8.6,    130.0,      0.0,      0.0,      0.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021912,   1020.0,   1023.7,     16.6,     12.8,       78,      3.6,    110.0,     10.2,    100.0,      0.0,      0.0,      0.0,     0.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021913,   1018.9,   1022.5,     16.8,     13.1,       79,      3.8,    100.0,     11.0,     80.0,      0.0,      0.0,      0.0,     0.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021914,   1017.9,   1021.5,     17.2,     13.1,       77,      4.6,    100.0,     10.5,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021915,   1018.0,   1021.6,     17.4,     13.1,       76,      3.3,    100.0,     10.9,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021916,   1018.0,   1021.6,     17.2,     13.5,       79,      4.0,    100.0,     10.3,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021917,   1018.3,   1021.9,     17.1,     13.6,       80,      3.9,    100.0,     10.2,    100.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021918,   1018.4,   1022.0,     17.0,     13.3,       79,      3.7,     90.0,      9.0,     80.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021919,   1018.6,   1022.2,     17.0,     13.3,       79,      3.4,    100.0,     10.0,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021920,   1019.1,   1022.7,     16.8,     14.1,       84,      4.2,    100.0,      9.7,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021921,   1019.2,   1022.8,     16.8,     14.1,       84,      3.5,    100.0,     10.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021922,   1019.1,   1022.7,     16.8,     14.3,       85,      3.2,    100.0,      9.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021923,   1018.8,   1022.4,     17.0,     14.3,       84,      3.6,    100.0,     10.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021924,   1018.6,   1022.2,     17.3,     14.2,       82,      4.1,    100.0,      9.4,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022001,   1018.3,   1021.9,     17.5,     14.0,       80,      2.8,    100.0,      9.5,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022002,   1018.1,   1021.7,     17.5,     14.2,       81,      3.2,    100.0,      8.4,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022003,   1017.6,   1021.2,     17.4,     14.1,       81,      2.5,    100.0,      7.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022004,   1017.7,   1021.3,     17.6,     14.3,       81,      2.8,    100.0,      6.7,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022005,   1017.9,   1021.5,     17.5,     14.2,       81,      2.1,    100.0,      6.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
