﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025082204,   1007.1,   1010.6,     26.5,     21.9,       76,      1.7,    170.0,      4.3,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082205,   1007.5,   1011.0,     26.3,     22.2,       78,      1.6,    200.0,      4.4,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082206,   1007.8,   1011.3,     26.4,     21.8,       76,      2.7,    180.0,      4.6,    190.0,      0.0,      0.0,      0.2,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082207,   1007.9,   1011.4,     26.9,     22.5,       77,      0.8,    200.0,      5.1,    170.0,      0.0,      0.0,      1.0,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082208,   1008.2,   1011.7,     29.1,     23.1,       70,      0.4,    100.0,      2.7,    130.0,      0.0,      0.0,      1.0,     1.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082209,   1008.2,   1011.6,     31.1,     22.7,       61,      1.3,    140.0,      2.3,    100.0,      0.0,      0.0,      1.0,     2.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082210,   1008.1,   1011.5,     32.8,     22.6,       55,      0.4,    360.0,      2.2,    330.0,      0.0,      0.0,      1.0,     2.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082211,   1007.5,   1010.9,     34.2,     21.7,       48,      0.4,    120.0,      4.2,    330.0,      0.0,      0.0,      1.0,     3.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082212,   1006.9,   1010.3,     35.0,     21.0,       44,      0.9,     60.0,      3.1,     90.0,      0.0,      0.0,      1.0,     3.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082213,   1005.6,   1009.0,     35.3,     20.5,       42,      1.0,    140.0,      4.9,    130.0,      0.0,      0.0,      1.0,     3.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082214,   1005.0,   1008.4,     36.0,     23.3,       48,      2.8,    360.0,      7.4,     60.0,      0.0,      0.0,      0.9,     3.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082215,   1004.6,   1008.0,     34.9,     23.6,       52,      2.3,     80.0,      6.5,    100.0,      0.0,      0.0,      0.6,     1.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082216,   1004.3,   1007.7,     34.7,     23.7,       53,      1.7,     60.0,      5.7,     70.0,      0.0,      0.0,      0.6,     1.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082217,   1004.3,   1007.7,     34.4,     22.2,       49,      2.1,    140.0,      6.2,    150.0,      0.0,      0.0,      0.4,     0.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082218,   1004.9,   1008.3,     32.9,     22.7,       55,      2.7,    140.0,      7.4,    130.0,      0.0,      0.0,      1.0,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082219,   1005.3,   1008.7,     31.6,     23.7,       63,      2.7,    130.0,      5.1,    130.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082220,   1006.3,   1009.7,     31.0,     23.9,       66,      1.7,    160.0,      5.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082221,   1006.9,   1010.3,     30.4,     24.1,       69,      1.4,    140.0,      5.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082222,   1007.2,   1010.6,     30.2,     24.1,       70,      1.8,    140.0,      4.1,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082223,   1007.1,   1010.5,     30.0,     23.9,       70,      1.4,    130.0,      3.2,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082224,   1006.8,   1010.2,     30.0,     23.5,       68,      1.6,    120.0,      3.1,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082301,   1006.3,   1009.7,     29.9,     23.4,       68,      1.5,    140.0,      3.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082302,   1006.1,   1009.5,     29.5,     23.2,       69,      0.9,    230.0,      2.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082303,   1005.9,   1009.4,     29.1,     23.6,       72,      1.0,    200.0,      2.7,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082304,   1006.0,   1009.5,     28.7,     23.4,       73,      1.8,    200.0,      3.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082305,   1006.3,   1009.8,     28.3,     23.9,       77,      1.2,    180.0,      2.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082306,   1006.9,   1010.4,     28.0,     24.0,       79,      1.3,    190.0,      3.0,    230.0,      0.0,      0.0,      0.2,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082307,   1007.3,   1010.8,     28.7,     23.8,       75,      0.8,    210.0,      4.1,    160.0,      0.0,      0.0,      1.0,     0.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082308,   1007.4,   1010.8,     30.5,     23.4,       66,      1.0,    250.0,      3.4,    280.0,      0.0,      0.0,      1.0,     1.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082309,   1007.8,   1011.2,     31.4,     23.3,       62,      0.5,    190.0,      4.4,    240.0,      0.0,      0.0,      1.0,     2.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082310,   1007.5,   1010.9,     32.9,     23.3,       57,      1.1,    230.0,      4.7,    340.0,      0.0,      0.0,      1.0,     2.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082311,   1007.2,   1010.6,     34.3,     23.4,       53,      1.5,    330.0,      4.6,    340.0,      0.0,      0.0,      1.0,     3.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082312,   1006.4,   1009.8,     34.9,     25.1,       57,      1.7,    320.0,      6.7,     10.0,      0.0,      0.0,      1.0,     3.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082313,   1005.7,   1009.1,     35.5,     25.4,       56,      2.2,    330.0,      6.6,    350.0,      0.0,      0.0,      1.0,     3.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082314,   1005.4,   1008.8,     35.0,     25.2,       57,      1.7,    320.0,      6.4,    350.0,      0.0,      0.0,      0.8,     3.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082315,   1005.3,   1008.7,     33.7,     25.2,       61,      1.1,    330.0,      6.3,    350.0,      0.0,      0.0,      0.5,     2.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082316,   1005.3,   1008.7,     33.6,     25.9,       64,      2.7,    340.0,      5.8,    350.0,      0.0,      0.0,      0.8,     1.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082317,   1005.0,   1008.4,     32.8,     25.6,       66,      1.2,    350.0,      5.5,    350.0,      0.0,      0.0,      0.6,     0.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082318,   1005.1,   1008.5,     32.4,     25.8,       68,      1.0,    320.0,      4.5,    350.0,      0.0,      0.0,      0.6,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082319,   1005.9,   1009.3,     31.9,     25.3,       68,      2.5,     60.0,      6.3,     50.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082320,   1007.0,   1010.4,     31.3,     24.9,       69,      1.9,    140.0,      4.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082321,   1007.6,   1011.0,     31.1,     24.5,       68,      2.2,    140.0,      4.4,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082322,   1007.6,   1011.0,     30.7,     24.6,       70,      1.7,    140.0,      4.3,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082323,   1007.8,   1011.2,     30.1,     24.5,       72,      1.5,    140.0,      3.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082324,   1008.0,   1011.4,     30.2,     24.4,       71,      1.6,    160.0,      3.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082401,   1008.1,   1011.6,     29.7,     24.6,       74,      0.8,    210.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082402,   1008.0,   1011.5,     29.2,     25.2,       79,      1.6,    170.0,      4.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082403,   1007.9,   1011.4,     29.1,     24.9,       78,      1.5,    180.0,      3.7,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082404,   1007.8,   1011.3,     28.7,     24.7,       79,      1.3,    180.0,      2.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082405,   1008.0,   1011.5,     28.2,     24.2,       79,      2.0,    180.0,      3.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082406,   1008.3,   1011.8,     28.2,     24.2,       79,      1.6,    160.0,      3.5,    180.0,      0.0,      0.0,      0.1,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082407,   1008.7,   1012.2,     28.7,     23.8,       75,      1.4,    180.0,      3.4,    170.0,      0.0,      0.0,      1.0,     0.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082408,   1008.9,   1012.3,     30.3,     24.5,       71,      0.9,    170.0,      2.8,    180.0,      0.0,      0.0,      1.0,     1.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082409,   1008.8,   1012.2,     31.5,     24.1,       65,      1.1,    150.0,      3.1,    160.0,      0.0,      0.0,      1.0,     2.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082410,   1008.7,   1012.1,     33.3,     24.5,       60,      0.4,    320.0,      4.3,    120.0,      0.0,      0.0,      1.0,     2.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082411,   1007.9,   1011.3,     34.0,     24.9,       59,      1.6,    330.0,      3.4,    340.0,      0.0,      0.0,      0.7,     2.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082412,   1007.1,   1010.5,     34.9,     23.6,       52,      3.3,    110.0,      7.6,    140.0,      0.0,      0.0,      1.0,     3.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082413,   1006.3,   1009.7,     35.8,     23.8,       50,      2.8,    120.0,      9.4,    130.0,      0.0,      0.0,      1.0,     3.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082414,   1005.8,   1009.2,     35.9,     23.2,       48,      3.8,    140.0,      8.9,    160.0,      0.0,      0.0,      1.0,     3.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082415,   1005.6,   1009.0,     34.8,     22.5,       49,      3.8,    130.0,      9.8,    120.0,      0.0,      0.0,      1.0,     2.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082416,   1005.7,   1009.1,     33.6,     22.4,       52,      5.8,    130.0,     12.6,     90.0,      0.0,      0.0,      1.0,     2.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082417,   1005.7,   1009.1,     32.6,     22.4,       55,      4.1,    140.0,     11.3,    120.0,      0.0,      0.0,      1.0,     1.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082418,   1005.9,   1009.3,     31.9,     22.6,       58,      3.8,    130.0,     11.1,    100.0,      0.0,      0.0,      1.0,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082419,   1007.0,   1010.4,     31.4,     22.4,       59,      2.9,    140.0,     10.9,    110.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082420,   1007.8,   1011.2,     30.9,     22.5,       61,      3.1,    120.0,      7.1,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082421,   1008.3,   1011.7,     30.7,     22.3,       61,      2.5,    120.0,      7.1,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082422,   1008.2,   1011.6,     30.6,     22.5,       62,      2.9,    120.0,      6.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082423,   1007.6,   1011.0,     30.3,     22.5,       63,      2.4,    130.0,      6.1,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082424,   1007.5,   1010.9,     30.3,     22.2,       62,      3.0,    120.0,      7.7,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082501,   1007.5,   1010.9,     30.3,     22.0,       61,      1.0,    130.0,      5.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082502,   1007.3,   1010.8,     29.6,     22.1,       64,      1.3,    190.0,      5.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082503,   1007.1,   1010.6,     29.3,     21.8,       64,      1.6,    180.0,      3.2,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082504,   1007.3,   1010.8,     28.7,     22.2,       68,      1.8,    180.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082505,   1007.7,   1011.2,     28.5,     22.3,       69,      1.6,    170.0,      3.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082506,   1008.1,   1011.6,     28.1,     22.4,       71,      1.8,    160.0,      3.8,    160.0,      0.0,      0.0,      0.2,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082507,   1008.1,   1011.6,     28.4,     23.1,       73,      1.5,    130.0,      3.9,    140.0,      0.0,      0.0,      1.0,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082508,   1008.3,   1011.7,     30.1,     23.6,       68,      0.9,    180.0,      3.1,    140.0,      0.0,      0.0,      1.0,     1.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082509,   1008.1,   1011.5,     32.3,     23.3,       59,      1.9,    100.0,      5.1,     80.0,      0.0,      0.0,      1.0,     2.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082510,   1007.7,   1011.1,     33.6,     22.7,       53,      2.7,    100.0,      7.1,     90.0,      0.0,      0.0,      1.0,     2.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082511,   1007.4,   1010.8,     34.8,     22.9,       50,      2.7,    110.0,      8.8,    100.0,      0.0,      0.0,      1.0,     3.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082512,   1007.2,   1010.6,     34.7,     23.1,       51,      4.2,    140.0,     10.4,    130.0,      0.0,      0.0,      1.0,     3.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082513,   1006.9,   1010.3,     34.2,     22.3,       50,      5.6,    130.0,     11.2,    100.0,      0.0,      0.0,      1.0,     3.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082514,   1006.2,   1009.6,     34.5,     22.6,       50,      4.2,    130.0,     10.1,    130.0,      0.0,      0.0,      1.0,     3.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082515,   1005.9,   1009.3,     34.1,     22.6,       51,      4.3,    130.0,     12.4,    120.0,      0.0,      0.0,      1.0,     2.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082516,   1005.5,   1008.9,     33.8,     22.3,       51,      4.1,    140.0,     10.7,    120.0,      0.0,      0.0,      1.0,     2.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082517,   1005.2,   1008.6,     32.4,     22.2,       55,      4.5,    120.0,     11.5,    130.0,      0.0,      0.0,      1.0,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082518,   1005.1,   1008.5,     31.4,     23.0,       61,      3.9,    110.0,     11.8,    120.0,      0.0,      0.0,      1.0,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082519,   1006.0,   1009.4,     31.0,     23.2,       63,      4.7,    120.0,     12.2,     90.0,      0.0,      0.0,      0.1,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082520,   1007.0,   1010.4,     30.9,     23.1,       63,      2.7,    110.0,      9.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082521,   1007.8,   1011.2,     30.7,     22.9,       63,      3.8,    130.0,      9.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082522,   1007.8,   1011.2,     30.3,     22.8,       64,      3.2,    120.0,      7.7,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082523,   1007.9,   1011.3,     30.1,     22.8,       65,      2.7,    130.0,      7.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082524,   1007.7,   1011.1,     30.1,     22.6,       64,      1.6,    130.0,      7.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082601,   1007.5,   1010.9,     29.9,     22.4,       64,      1.7,    140.0,      5.0,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082602,   1007.4,   1010.9,     29.6,     22.3,       65,      1.2,    190.0,      3.4,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082603,   1007.1,   1010.6,     29.2,     22.2,       66,      1.1,    210.0,      3.3,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082604,   1007.2,   1010.7,     28.6,     22.6,       70,      1.6,    150.0,      3.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082605,   1007.3,   1010.8,     28.1,     22.6,       72,      1.8,    170.0,      3.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082606,   1007.4,   1010.9,     27.9,     22.6,       73,      1.9,    170.0,      4.0,    170.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082607,   1007.6,   1011.1,     28.4,     22.9,       72,      0.7,    150.0,      3.2,    150.0,      0.0,      0.0,      0.6,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082608,   1007.0,   1010.4,     30.7,     22.9,       63,      1.7,    110.0,      4.4,     80.0,      0.0,      0.0,      1.0,     1.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082609,   1006.9,   1010.3,     32.1,     22.5,       57,      1.6,     80.0,      4.3,     90.0,      0.0,      0.0,      1.0,     2.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082610,   1006.7,   1010.1,     34.0,     23.1,       53,      1.5,     90.0,      4.9,     80.0,      0.0,      0.0,      1.0,     2.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082611,   1006.5,   1009.9,     34.6,     23.7,       53,      2.1,     60.0,      7.5,     60.0,      0.0,      0.0,      1.0,     3.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082612,   1006.0,   1009.4,     34.6,     25.4,       59,      3.7,     50.0,      9.7,     70.0,      0.0,      0.0,      1.0,     3.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082613,   1005.7,   1009.1,     33.8,     25.0,       60,      3.7,     70.0,     10.5,     60.0,      0.0,      0.0,      0.9,     3.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082614,   1005.4,   1008.8,     33.2,     24.4,       60,      2.8,    120.0,      9.7,     60.0,      0.0,      0.0,      0.2,     1.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082615,   1005.3,   1008.7,     33.9,     22.4,       51,      4.2,    120.0,     10.3,    100.0,      0.0,      0.0,      0.6,     1.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082616,   1005.4,   1008.8,     32.2,     21.7,       54,      5.0,    140.0,     10.8,    120.0,      0.0,      0.0,      0.5,     1.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082617,   1005.4,   1008.8,     31.5,     22.3,       58,      3.6,    120.0,     11.5,     70.0,      0.0,      0.0,      0.7,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082618,   1005.7,   1009.1,     30.9,     21.7,       58,      4.6,    120.0,     10.6,    120.0,      0.0,      0.0,      0.5,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082619,   1005.8,   1009.2,     30.4,     22.1,       61,      5.4,    130.0,     10.8,    110.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082620,   1006.5,   1009.9,     30.2,     22.4,       63,      3.8,    120.0,      9.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082621,   1006.4,   1009.8,     30.4,     22.1,       61,      3.2,    120.0,      9.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082622,   1006.8,   1010.2,     30.2,     22.4,       63,      2.1,    120.0,      8.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082623,   1006.3,   1009.7,     29.7,     22.7,       66,      2.8,    120.0,      8.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082624,   1005.5,   1008.9,     29.4,     22.2,       65,      2.9,    130.0,      7.1,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082701,   1005.4,   1008.9,     29.1,     22.4,       67,      2.1,    130.0,      5.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082702,   1005.3,   1008.8,     28.8,     21.8,       66,      1.6,    120.0,      4.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082703,   1004.9,   1008.4,     28.9,     21.4,       64,      1.8,    110.0,      5.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082704,   1004.5,   1007.9,     29.0,     21.0,       62,      2.9,    100.0,      7.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082705,   1004.9,   1008.4,     28.7,     21.0,       63,      2.7,    110.0,      9.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082706,   1005.3,   1008.8,     28.7,     21.2,       64,      2.6,    100.0,      8.0,     90.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082707,   1005.8,   1009.3,     28.9,     21.4,       64,      2.0,    100.0,      6.7,    100.0,      0.0,      0.0,      0.5,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082708,   1005.8,   1009.2,     30.0,     21.7,       61,      2.9,    120.0,      7.0,    140.0,      0.0,      0.0,      0.3,     0.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082709,   1005.9,   1009.3,     32.2,     21.1,       52,      3.6,    140.0,      7.9,     80.0,      0.0,      0.0,      0.9,     1.90,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082710,   1006.1,   1009.5,     32.2,     21.1,       52,      2.6,    110.0,      9.9,    150.0,      0.0,      0.0,      0.8,     2.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082711,   1006.3,   1009.7,     31.5,     21.7,       56,      4.1,    130.0,     10.3,    100.0,      0.0,      0.0,      0.0,     1.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082712,   1006.4,   1009.8,     31.8,     21.7,       55,      3.2,    130.0,      8.1,    150.0,      0.0,      0.0,      0.0,     1.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082713,   1005.8,   1009.2,     32.6,     22.7,       56,      3.7,    120.0,      9.7,    130.0,      0.0,      0.0,      0.5,     2.74,     None,     None,     None,     None,     None,     None,     None,     None
