﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025061618,   1004.2,   1007.6,     32.4,     24.5,       63,      2.6,    280.0,      8.0,    260.0,      0.0,      0.0,      0.0,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061619,   1005.2,   1008.6,     31.6,     24.2,       65,      3.0,    270.0,      9.0,    280.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061620,   1005.8,   1009.2,     30.8,     24.5,       69,      2.1,    280.0,      9.4,    270.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061621,   1006.5,   1009.9,     30.6,     24.5,       70,      2.1,    270.0,      8.0,    300.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061622,   1006.5,   1009.9,     30.3,     24.5,       71,      2.7,    280.0,      8.3,    300.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061623,   1006.4,   1009.8,     30.1,     24.3,       71,      1.8,    260.0,      5.7,    240.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061624,   1005.7,   1009.1,     29.6,     24.0,       72,      2.0,    230.0,      5.4,    300.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061701,   1005.2,   1008.6,     29.2,     23.9,       73,      0.6,    120.0,      4.9,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061702,   1005.4,   1008.9,     29.2,     23.9,       73,      0.8,    210.0,      1.5,    260.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061703,   1005.3,   1008.8,     28.9,     24.3,       76,      1.1,    140.0,      2.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061704,   1005.6,   1009.1,     28.5,     24.3,       78,      1.3,    180.0,      3.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061705,   1006.3,   1009.8,     28.4,     24.4,       79,      0.7,    170.0,      2.4,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061706,   1007.0,   1010.5,     28.3,     24.5,       80,      1.8,    180.0,      3.2,    180.0,      0.0,      0.0,      0.0,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061707,   1007.4,   1010.9,     28.9,     24.0,       75,      1.0,    140.0,      3.4,    190.0,      0.0,      0.0,      0.3,     0.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061708,   1007.4,   1010.8,     30.3,     24.5,       71,      0.6,    160.0,      2.5,    100.0,      0.0,      0.0,      0.7,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061709,   1007.8,   1011.2,     31.7,     23.5,       62,      1.9,    300.0,      5.7,    320.0,      0.0,      0.0,      0.3,     1.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061710,   1008.0,   1011.4,     32.5,     22.9,       57,      4.3,    290.0,      9.2,    290.0,      0.0,      0.0,      0.2,     1.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061711,   1008.0,   1011.4,     32.5,     23.8,       60,      3.2,    290.0,     10.4,    280.0,      0.0,      0.0,      0.2,     2.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061712,   1007.9,   1011.3,     32.3,     24.6,       64,      4.4,    300.0,      9.2,    300.0,      0.0,      0.0,      0.2,     1.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061713,   1008.0,   1011.5,     29.1,     25.1,       79,      3.8,    290.0,     11.4,    280.0,      1.5,      0.2,      0.1,     1.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061714,   1008.2,   1011.7,     27.7,     23.7,       79,      1.4,    300.0,      8.0,    250.0,     -9.8,      0.1,      0.0,     0.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061715,   1007.9,   1011.4,     28.2,     23.1,       74,      2.3,    200.0,      5.6,    300.0,      0.5,      0.0,      0.0,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061716,   1007.0,   1010.5,     29.5,     22.7,       67,      2.7,    240.0,      4.9,    280.0,      0.0,      0.0,      0.4,     1.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061717,   1007.2,   1010.6,     29.8,     22.5,       65,      2.9,    240.0,      6.9,    280.0,      0.0,      0.0,      0.2,     1.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061718,   1007.5,   1010.9,     29.9,     22.4,       64,      1.8,    240.0,      6.0,    280.0,      0.0,      0.0,      0.0,     0.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061719,   1008.1,   1011.6,     29.5,     22.5,       66,      1.9,    250.0,      4.6,    230.0,      0.0,      0.0,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061720,   1008.0,   1011.5,     28.6,     23.5,       74,      1.8,    180.0,      4.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061721,   1008.1,   1011.6,     28.6,     22.8,       71,      2.2,    140.0,      4.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061722,   1008.5,   1012.0,     28.7,     23.2,       72,      1.1,     90.0,      3.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061723,   1008.3,   1011.8,     28.8,     23.7,       74,      2.0,    140.0,      4.3,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061724,   1008.3,   1011.8,     28.3,     23.7,       76,      0.7,    160.0,      3.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061801,   1008.1,   1011.6,     28.1,     22.6,       72,      0.8,    170.0,      2.5,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061802,   1007.5,   1011.0,     27.6,     23.2,       77,      1.2,    220.0,      2.9,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061803,   1007.5,   1011.0,     27.5,     22.9,       76,      1.0,    150.0,      2.2,    230.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061804,   1007.7,   1011.2,     27.4,     22.4,       74,      1.4,    170.0,      3.0,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061805,   1008.3,   1011.8,     27.3,     22.7,       76,      1.1,    180.0,      3.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061806,   1009.1,   1012.6,     27.0,     22.4,       76,      1.5,    160.0,      4.1,    170.0,      0.0,      0.0,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061807,   1009.3,   1012.8,     27.3,     23.1,       78,      1.4,    160.0,      4.2,    190.0,      0.0,      0.0,      0.0,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061808,   1009.2,   1012.7,     28.9,     23.8,       74,      1.0,    140.0,      2.7,    180.0,      0.0,      0.0,      0.3,     1.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061809,   1009.1,   1012.5,     31.0,     23.2,       63,      1.0,    140.0,      2.1,     50.0,      0.0,      0.0,      0.9,     1.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061810,   1008.5,   1011.9,     32.1,     23.1,       59,      1.0,    230.0,      3.3,    280.0,      0.0,      0.0,      1.0,     2.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061811,   1008.3,   1011.7,     33.9,     22.7,       52,      1.2,    160.0,      3.4,    120.0,      0.0,      0.0,      1.0,     3.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061812,   1007.7,   1011.1,     35.2,     23.6,       51,      1.2,    150.0,      3.7,     90.0,      0.0,      0.0,      1.0,     3.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061813,   1007.4,   1010.8,     34.0,     25.2,       60,      4.4,    330.0,      9.1,    340.0,      0.0,      0.0,      0.4,     2.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061814,   1007.0,   1010.4,     34.1,     24.4,       57,      2.8,    330.0,      9.0,    340.0,      0.0,      0.0,      1.0,     3.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061815,   1007.1,   1010.5,     32.9,     23.6,       58,      2.9,    310.0,      7.6,    280.0,      0.0,      0.0,      0.4,     1.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061816,   1007.4,   1010.8,     32.6,     23.6,       59,      2.8,    320.0,      7.2,    300.0,      0.0,      0.0,      0.3,     1.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061817,   1007.7,   1011.1,     29.9,     20.8,       58,      2.5,    260.0,      7.1,    300.0,      0.0,      0.0,      0.0,     0.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061818,   1007.8,   1011.3,     29.7,     22.2,       64,      1.2,    240.0,      4.3,    230.0,     -9.8,      0.1,      0.3,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061819,   1007.8,   1011.2,     30.1,     21.8,       61,      0.4,    160.0,      2.8,    270.0,      0.0,      0.0,      0.3,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061820,   1008.3,   1011.8,     29.5,     24.4,       74,      1.6,    160.0,      3.8,    170.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061821,   1008.8,   1012.3,     29.0,     24.1,       75,      1.7,    170.0,      4.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061822,   1009.2,   1012.7,     28.9,     24.0,       75,      2.1,    180.0,      3.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061823,   1008.7,   1012.2,     28.7,     24.1,       76,      1.6,    150.0,      3.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061824,   1008.6,   1012.1,     28.4,     23.8,       76,      1.6,    170.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061901,   1008.4,   1011.9,     28.2,     23.4,       75,      1.4,    190.0,      2.7,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061902,   1008.1,   1011.6,     27.9,     23.3,       76,      1.4,    240.0,      3.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061903,   1008.1,   1011.6,     27.5,     23.3,       78,      1.6,    170.0,      2.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061904,   1008.2,   1011.7,     27.3,     22.9,       77,      2.1,    180.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061905,   1008.0,   1011.5,     26.9,     23.4,       81,      1.3,    160.0,      4.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061906,   1008.4,   1011.9,     27.3,     24.0,       82,      1.7,    180.0,      3.3,    180.0,      0.0,      0.0,      0.2,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061907,   1008.7,   1012.2,     28.3,     24.1,       78,      0.7,    150.0,      3.0,    190.0,      0.0,      0.0,      0.7,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061908,   1008.8,   1012.2,     30.4,     24.6,       71,      1.3,    140.0,      2.7,     20.0,      0.0,      0.0,      1.0,     1.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061909,   1008.6,   1012.0,     31.8,     23.1,       60,      2.0,    120.0,      4.9,    140.0,      0.0,      0.0,      1.0,     2.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061910,   1007.9,   1011.3,     33.8,     22.6,       52,      1.8,     70.0,      5.3,     90.0,      0.0,      0.0,      1.0,     3.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061911,   1007.5,   1010.9,     33.4,     22.9,       54,      2.2,    120.0,      7.5,    110.0,      0.0,      0.0,      0.8,     2.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061912,   1007.3,   1010.7,     33.7,     23.1,       54,      3.1,    130.0,      8.2,     80.0,      0.0,      0.0,      0.8,     3.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061913,   1006.7,   1010.1,     34.1,     23.8,       55,      3.6,    160.0,      8.1,    120.0,      0.0,      0.0,      1.0,     3.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061914,   1006.6,   1010.0,     33.7,     23.7,       56,      3.6,    140.0,      6.5,    110.0,      0.0,      0.0,      0.7,     2.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061915,   1006.4,   1009.8,     33.8,     24.1,       57,      2.0,    160.0,      5.3,    160.0,      0.0,      0.0,      0.4,     1.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061916,   1006.6,   1010.0,     33.3,     23.7,       57,      2.3,    310.0,      7.1,    320.0,      0.0,      0.0,      0.3,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061917,   1006.7,   1010.1,     32.2,     24.0,       62,      2.4,    320.0,      6.9,    330.0,      0.0,      0.0,      0.2,     0.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061918,   1007.4,   1010.8,     31.7,     24.1,       64,      1.1,    280.0,      5.2,    320.0,      0.0,      0.0,      0.1,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061919,   1008.4,   1011.8,     31.0,     23.9,       66,      1.3,    290.0,      4.8,    320.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061920,   1009.0,   1012.4,     30.5,     23.4,       66,      1.0,    290.0,      4.6,    330.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061921,   1009.2,   1012.6,     30.4,     23.4,       66,      0.9,    230.0,      3.3,    290.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061922,   1009.2,   1012.7,     30.1,     23.6,       68,      0.9,    170.0,      3.0,     10.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061923,   1009.1,   1012.6,     29.2,     23.4,       71,      2.0,    140.0,      5.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061924,   1008.4,   1011.9,     29.4,     23.6,       71,      1.0,    180.0,      3.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062001,   1007.8,   1011.3,     28.7,     23.8,       75,      0.6,    160.0,      3.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062002,   1007.4,   1010.9,     28.5,     23.9,       76,      1.8,    180.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062003,   1007.0,   1010.5,     27.8,     23.8,       79,      1.5,    170.0,      3.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062004,   1006.9,   1010.4,     27.7,     23.1,       76,      2.0,    180.0,      4.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062005,   1007.1,   1010.6,     27.7,     23.5,       78,      0.9,    190.0,      2.1,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062006,   1007.6,   1011.1,     28.0,     23.4,       76,      0.8,    190.0,      2.7,    180.0,      0.0,      0.0,      0.0,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062007,   1008.1,   1011.6,     28.5,     23.4,       74,      0.8,    210.0,      2.8,    160.0,      0.0,      0.0,      0.8,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062008,   1007.9,   1011.3,     30.4,     24.6,       71,      1.1,    220.0,      2.9,    220.0,      0.0,      0.0,      1.0,     1.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062009,   1007.9,   1011.3,     31.6,     23.7,       63,      1.1,    300.0,      3.7,    270.0,      0.0,      0.0,      0.8,     2.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062010,   1007.2,   1010.6,     32.7,     23.9,       60,      0.7,    360.0,      3.7,    290.0,      0.0,      0.0,      0.9,     2.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062011,   1006.9,   1010.3,     34.2,     23.9,       55,      1.5,    310.0,      4.0,    350.0,      0.0,      0.0,      1.0,     2.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062012,   1006.5,   1009.9,     35.1,     24.4,       54,      2.4,    340.0,      5.7,    340.0,      0.0,      0.0,      0.7,     3.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062013,   1006.1,   1009.5,     34.9,     25.4,       58,      2.8,    340.0,      7.9,    330.0,      0.0,      0.0,      1.0,     3.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062014,   1005.9,   1009.3,     33.4,     24.0,       58,      3.9,    360.0,      8.4,    330.0,      0.0,      0.0,      0.9,     2.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062015,   1005.8,   1009.2,     33.4,     23.7,       57,      2.2,    320.0,      6.8,    330.0,      0.0,      0.0,      0.4,     1.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062016,   1005.8,   1009.3,     28.7,     26.5,       88,      1.0,    100.0,      6.8,    360.0,      6.5,      0.6,      0.0,     0.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062017,   1006.0,   1009.5,     27.4,     26.2,       93,      2.0,    100.0,      7.4,    180.0,      3.5,      0.8,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062018,   1006.7,   1010.2,     28.2,     26.2,       89,      1.6,    140.0,      3.9,    170.0,      1.0,      0.2,      0.0,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062019,   1007.3,   1010.8,     28.4,     26.0,       87,      1.8,    150.0,      3.5,    180.0,      0.0,      0.0,      0.0,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062020,   1008.0,   1011.5,     28.6,     25.6,       84,      1.9,    150.0,      3.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062021,   1008.5,   1012.0,     28.4,     25.6,       85,      1.7,    140.0,      3.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062022,   1009.0,   1012.5,     28.1,     25.5,       86,      0.8,    170.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062023,   1009.0,   1012.5,     28.2,     25.2,       84,      2.8,    180.0,      4.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062024,   1008.6,   1012.1,     28.2,     24.8,       82,      1.5,    180.0,      4.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062101,   1008.1,   1011.6,     28.0,     24.6,       82,      1.2,    170.0,      3.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062102,   1007.5,   1011.0,     27.7,     24.8,       84,      1.4,    160.0,      3.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062103,   1007.1,   1010.6,     27.4,     24.5,       84,      1.6,    180.0,      3.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062104,   1006.9,   1010.4,     27.0,     23.9,       83,      2.0,    170.0,      6.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062105,   1006.9,   1010.4,     26.8,     23.9,       84,      1.4,    180.0,      3.6,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062106,   1007.2,   1010.7,     27.0,     23.7,       82,      1.9,    180.0,      3.8,    200.0,      0.0,      0.0,      0.5,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062107,   1007.4,   1010.9,     27.7,     23.3,       77,      1.3,    170.0,      3.5,    190.0,      0.0,      0.0,      1.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062108,   1007.6,   1011.1,     29.3,     23.5,       71,      1.2,    190.0,      2.9,    170.0,      0.0,      0.0,      1.0,     1.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062109,   1007.4,   1010.8,     31.4,     23.8,       64,      2.0,    160.0,      3.7,    180.0,      0.0,      0.0,      1.0,     2.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062110,   1006.8,   1010.2,     31.6,     23.7,       63,      1.0,    280.0,      4.1,    220.0,      0.0,      0.0,      0.4,     1.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062111,   1006.6,   1010.0,     31.6,     24.5,       66,      1.4,    320.0,      4.7,    320.0,      0.0,      0.0,      0.0,     1.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062112,   1006.1,   1009.5,     31.3,     25.4,       71,      2.9,     10.0,      6.1,     10.0,      0.0,      0.0,      0.0,     1.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062113,   1005.7,   1009.1,     31.5,     25.6,       71,      3.0,    360.0,      6.4,    350.0,      0.0,      0.0,      0.0,     1.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062114,   1004.9,   1008.3,     32.1,     25.5,       68,      1.4,    260.0,      5.2,    350.0,      0.0,      0.0,      0.0,     0.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062115,   1004.7,   1008.1,     31.9,     25.3,       68,      0.5,    200.0,      4.5,    280.0,      0.0,      0.0,      0.1,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062116,   1004.4,   1007.8,     31.3,     24.7,       68,      2.0,    350.0,      5.6,    280.0,      0.0,      0.0,      0.1,     0.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062117,   1004.6,   1008.0,     30.9,     24.6,       69,      2.1,     20.0,      5.7,     10.0,      0.0,      0.0,      0.0,     0.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062118,   1004.9,   1008.3,     30.4,     24.8,       72,      2.2,    100.0,      5.4,    350.0,      0.0,      0.0,      0.0,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062119,   1005.7,   1009.1,     29.3,     25.3,       79,      1.8,     70.0,      4.6,     60.0,     -9.8,      0.2,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062120,   1006.3,   1009.7,     29.8,     25.3,       77,      1.4,     60.0,      3.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062121,   1006.8,   1010.3,     29.6,     25.4,       78,      1.6,    170.0,      3.2,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062122,   1007.2,   1010.7,     29.1,     25.5,       81,      1.6,    180.0,      3.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062123,   1007.0,   1010.5,     28.8,     25.4,       82,      0.9,    160.0,      3.7,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062124,   1006.7,   1010.2,     28.5,     25.1,       82,      2.1,    180.0,      3.8,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062201,   1006.0,   1009.5,     28.1,     24.9,       83,      1.8,    180.0,      4.3,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062202,   1005.3,   1008.8,     27.9,     24.8,       83,      2.6,    180.0,      4.7,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062203,   1005.3,   1008.8,     27.5,     24.4,       83,      1.1,    220.0,      5.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
